任务ID,名称,工序,批次,首批序,资产ID,场次,前置任务,验收条件,英文提示词,状态,拟定文件名
MB-WEAPON-BLADE,旅用刀鞘外观族,MJ,B,,C01;C03;C16;P21;C17;C20;C22;C23,GJ-EP01-SC01;GJ-EP01-SC02;GJ-EP01-SC03;GJ-EP01-SC04;GJ-EP01-SC06;GJ-EP02-SC02;GJ-EP02-SC04;GJ-EP02-SC05;GJ-EP03-SC01;GJ-EP03-SC02;GJ-EP03-SC03;GJ-EP03-SC04;GJ-EP03-SC05,,仅母形提案；不自动分给所有九卒，不加神兵纹章或现实制作参数；九卒个体归属须经POST-KIT锁定，1-3后收入西厢器物区，非神兵。 C01旅刀只共用外观族，不属于九卒P21；杜环首、石短刀和其余腰刀在个体映射中区分。,"One plain sheathed period travel blade with a modest dark handle, restrained worn metal fittings and a cloth-wrapped grip, isolated side view under diffuse light, fictional film prop design. --ar 4:3 --v 8.2 --raw --s 75 --c 0",ready_for_exploration,MB-WEAPON-BLADE__v01__candidate.png
MB-WEAPON-SPEAR,罗百泉长兵外观,MJ,B,,C19;P21,GJ-EP01-SC01;GJ-EP01-SC02;GJ-EP01-SC03;GJ-EP02-SC04;GJ-EP03-SC05,,老枪手视觉附件；不以长度数据或实际战术指导出图；九卒个体归属须经POST-KIT锁定，1-3后收入西厢器物区，非神兵。,"One plain long wooden-shafted spear film prop with restrained dark-metal fittings, full side silhouette against neutral gray, soft even light. --ar 16:9 --v 8.2 --raw --s 75 --c 0",ready_for_exploration,MB-WEAPON-SPEAR__v01__candidate.png
MB-WEAPON-BOW,崔望野裹弓,MJ,B,,C20;P21,GJ-EP01-SC01;GJ-EP01-SC02;GJ-EP01-SC03;GJ-EP02-SC04;GJ-EP03-SC02;GJ-EP03-SC04;GJ-EP03-SC05,,开篇防雨包裹，非现代复合弓；军中重械不凭空出现；九卒个体归属须经POST-KIT锁定，1-3后收入西厢器物区，非神兵。 弓包本场留鞍侧，崔改腰刀，不新增放箭镜头；封口箭袋不得变成现代箭匣。,"One simple short traditional bow wrapped in dark rain-protection cloth beside one closed cloth arrow pouch, curved silhouette still readable under the tied covering, isolated object study, diffuse light, no drawn bow, no loose arrow, no hands. --ar 4:3 --v 8.2 --raw --s 75 --c 0",ready_for_exploration,MB-WEAPON-BOW__v01__candidate.png
MB-KITCHEN-SALT,灶边糖盐双罐组,MJ,B,,S03-W,GJ-EP01-SC03;GJ-EP02-SC04,,一组两只灶用罐，先拿糖后换盐；不复用前厅小糖罐P15，不靠生成汉字辨认，摆位与罐口磨耗人工锁定,"A matched pair of ordinary squat unglazed gray kitchen storage jars with simple lids, slightly different rim wear, placed side by side, granulated sugar in the left jar and fine salt in the right jar, no lettering, isolated prop set study, neutral soft light. --ar 4:3 --v 8.2 --raw --s 75 --c 0",ready_for_exploration,MB-KITCHEN-SALT__v01__candidate.png
MB-C11-KIT,郎中诊具包,MJ,B,,C11,GJ-EP02-SC01,,与顾伯P10箱区分，不给现代听诊器或仙医法器,"One modest blue-gray cloth medical satchel resting closed, simple compartments and neat bindings, plain daily professional equipment, isolated object view under diffuse light. --ar 4:3 --v 8.2 --raw --s 75 --c 0",ready_for_exploration,MB-C11-KIT__v01__candidate.png
MB-C60-SILHOUETTE,林侧神秘人遮挡轮廓,MJ,B,,C60;S01,GJ-EP01-SC01,MB-ENV-S01;POST-PLAN-FOREST,仅探索灰袖、树干遮挡与林侧位置；性别年龄脸和境界未锁，不借温宁殷母版；不是第六刺客,"One partially visible adult figure behind a large woodland tree in dense bamboo beside a wet road at night, a plain dark-gray sleeve extending just beyond the trunk, the rest of the body concealed, face and bare hands fully occluded, no visible weapon or insignia, cool ambient light through canopy gaps, restrained fabric texture, single quiet frame. --ar 16:9 --v 8.2 --raw --s 75 --c 0",awaiting_parent_selection,MB-C60-SILHOUETTE__v01__candidate.png
MB-WEAPON-ASSASSIN,五刺客普通刃器外观族,MJ,B,,C06;C07;C57;C58;C59,GJ-EP01-SC01,,普通虚构影视道具母形；五名持有者分别登记使用件，不把五人合成一把漂浮武器；神秘人的器物未定，不共用此编号,"One plain period blade film prop beside its dark undecorated sheath, modest straight silhouette, restrained worn metal and simple cloth grip, isolated horizontal object study in soft diffuse light, no emblem, no supernatural glow. --ar 16:9 --v 8.2 --raw --s 75 --c 0",ready_for_exploration,MB-WEAPON-ASSASSIN__v01__candidate.png
MB-WEAPON-LONG-BLADE,孟宽步战长刀与鞘,MJ,B,,C18;P21,GJ-EP01-SC01;GJ-EP01-SC02;GJ-EP01-SC03;GJ-EP02-SC04;GJ-EP03-SC05,,孟本人兵器，非大斩马刀；鞍侧携行、下马取用，不改成骑战,"One plain fully sheathed long infantry blade film prop, noticeably longer silhouette than a waist blade, simple dark wood handle and restrained dark metal fittings, isolated full side view on neutral gray, no hands, no blood, no supernatural glow. --ar 16:9 --v 8.2 --raw --s 75 --c 0",ready_for_exploration,MB-WEAPON-LONG-BLADE__v01__candidate.png
MB-WEAPON-SHORT-SPEAR,伍成短矛,MJ,B,,C21;P21,GJ-EP01-SC01;GJ-EP01-SC02;GJ-EP01-SC03;GJ-EP02-SC04;GJ-EP03-SC02;GJ-EP03-SC03;GJ-EP03-SC05,,短矛与罗长枪不能同长同体量，不给结构图与制造规格,"One plain short wooden-shafted spear film prop, compact overall silhouette distinctly shorter than the long-spear family, restrained dark metal tip, isolated full side view on neutral gray, diffuse light. --ar 16:9 --v 8.2 --raw --s 75 --c 0",ready_for_exploration,MB-WEAPON-SHORT-SPEAR__v01__candidate.png
MB-WEAPON-SHIELD,石段木芯皮面短盾母形,MJ,B,,C17;C22;P21,GJ-EP01-SC01;GJ-EP01-SC02;GJ-EP01-SC03;GJ-EP02-SC04;GJ-EP03-SC02;GJ-EP03-SC03;GJ-EP03-SC04;GJ-EP03-SC05,,一母形派生石段两件，划痕与体量分别锁定；不变无敌盾，无血迹或碎裂新增伤,"One modest wooden short shield film prop with a matte dark-brown leather facing, softened corners, plain cloth edging and subtle old wear, isolated three-quarter object study on neutral gray, no emblem, no giant tower shield, no metal mirror polish. --ar 4:3 --v 8.2 --raw --s 75 --c 0",ready_for_exploration,MB-WEAPON-SHIELD__v01__candidate.png
MB-C16-MOUNTED,杜长庚｜单人骑乘绑定,MJ,B,,C16;P19;P20;P21,GJ-EP01-SC01,MB-C16-ARMOR;POST-HORSES,骑手与已选轻甲母版同脸同衣甲；坐骑必须是已核对P19-H01，人马体量、鞍接触与行李位置一致；长兵盾弓按本人鞍侧归属，不画马上交锋；只验证骑乘外观，不宣称真实骑术或安全。,"One fictional Chinese man, age 43, a rectangular-square face, broad jaw, low straight thick eyebrows, narrow calm eyes, straight broad nose, lightly graying temples, broad shoulders, black hair bound in a plain topknot, wearing brown fine-wool scarf, dark brown-gray fitted travel layers, narrow cuffs, plain cloth belt, short fitted matte dark-brown light leather armor over the existing narrow-sleeved travel clothing, soft shoulder edges, short split protective skirt panels, restrained dark rivets and cloth edging, visible personal collar and sleeve colors, plain cloth leg wraps and worn boots, no helmet, no gold ornaments, no modern tactical straps, seated naturally on one ordinary adult riding horse, dark bay coat with a small white forehead star. one ring-pommel military blade sheathed at his waist. Plain period travel saddle and modest side luggage, full rider and horse visible in a three-quarter side view, all four hooves supported on level ground, quiet neutral pose, diffuse daylight, plain background, one rider and one horse only. Lavish, high-end Chinese costume idol drama aesthetic, refined casting and fitted costume construction, luminous directional face modelling, natural skin texture, rich translucent color, readable dark fabrics. --ar 4:3 --v 8.2 --raw --s 75 --c 0",awaiting_parent_selection,MB-C16-MOUNTED__v01__candidate.png
MB-C17-MOUNTED,石照川｜单人骑乘绑定,MJ,B,,C17;P19;P20;P21,GJ-EP01-SC01,MB-C17-ARMOR;POST-HORSES,骑手与已选轻甲母版同脸同衣甲；坐骑必须是已核对P19-H02，人马体量、鞍接触与行李位置一致；长兵盾弓按本人鞍侧归属，不画马上交锋；只验证骑乘外观，不宣称真实骑术或安全。,"One fictional Chinese man, age 38, a square face, broad flat brow ridge, open eyes, weighty jaw, broad chest and shoulders, proportionate sturdy build, plain tightly bound black hair, wearing indigo cotton outer jacket over dark-gray fine wool, narrow cuffs and plain belt, short fitted matte dark-brown light leather armor over the existing narrow-sleeved travel clothing, soft shoulder edges, short split protective skirt panels, restrained dark rivets and cloth edging, visible personal collar and sleeve colors, plain cloth leg wraps and worn boots, no helmet, no gold ornaments, no modern tactical straps, seated naturally on one ordinary adult riding horse, black-bay coat without white facial markings. one modest leather-faced wooden short shield stowed at the saddle side, one short blade sheathed at his belt. Plain period travel saddle and modest side luggage, full rider and horse visible in a three-quarter side view, all four hooves supported on level ground, quiet neutral pose, diffuse daylight, plain background, one rider and one horse only. Lavish, high-end Chinese costume idol drama aesthetic, refined casting and fitted costume construction, luminous directional face modelling, natural skin texture, rich translucent color, readable dark fabrics. --ar 4:3 --v 8.2 --raw --s 75 --c 0",awaiting_parent_selection,MB-C17-MOUNTED__v01__candidate.png
MB-C18-MOUNTED,孟宽｜单人骑乘绑定,MJ,B,,C18;P19;P20;P21,GJ-EP01-SC01,MB-C18-ARMOR;POST-HORSES,骑手与已选轻甲母版同脸同衣甲；坐骑必须是已核对P19-H03，人马体量、鞍接触与行李位置一致；长兵盾弓按本人鞍侧归属，不画马上交锋；只验证骑乘外观，不宣称真实骑术或安全。,"One fictional Chinese man, age 36, a broad rectangular face, thick natural brows, lively eyes, short beard, strong jaw and muscular shoulders, plain bound black hair, wearing smoky-gray travel coat over dark-brown layers, clearly visible ochre cloth belt, short fitted matte dark-brown light leather armor over the existing narrow-sleeved travel clothing, soft shoulder edges, short split protective skirt panels, restrained dark rivets and cloth edging, visible personal collar and sleeve colors, plain cloth leg wraps and worn boots, no helmet, no gold ornaments, no modern tactical straps, seated naturally on one ordinary adult riding horse, chestnut coat with a short narrow white nose stripe. one fully sheathed long infantry blade carried along the saddle side, clear of the horse legs. Plain period travel saddle and modest side luggage, full rider and horse visible in a three-quarter side view, all four hooves supported on level ground, quiet neutral pose, diffuse daylight, plain background, one rider and one horse only. Lavish, high-end Chinese costume idol drama aesthetic, refined casting and fitted costume construction, luminous directional face modelling, natural skin texture, rich translucent color, readable dark fabrics. --ar 4:3 --v 8.2 --raw --s 75 --c 0",awaiting_parent_selection,MB-C18-MOUNTED__v01__candidate.png
MB-C19-MOUNTED,罗百泉｜单人骑乘绑定,MJ,B,,C19;P19;P20;P21,GJ-EP01-SC01,MB-C19-ARMOR;POST-HORSES,骑手与已选轻甲母版同脸同衣甲；坐骑必须是已核对P19-H04，人马体量、鞍接触与行李位置一致；长兵盾弓按本人鞍侧归属，不画马上交锋；只验证骑乘外观，不宣称真实骑术或安全。,"One fictional Chinese man, age 45, a long face, open relaxed brows, clear nose, neat short gray beard, lean strong frame, upright balanced stance, black-and-gray hair tied simply, wearing gray-brown travel layers with a lighter inner collar, long clean vertical lines, short fitted matte dark-brown light leather armor over the existing narrow-sleeved travel clothing, soft shoulder edges, short split protective skirt panels, restrained dark rivets and cloth edging, visible personal collar and sleeve colors, plain cloth leg wraps and worn boots, no helmet, no gold ornaments, no modern tactical straps, seated naturally on one ordinary adult riding horse, dark gray coat with black mane and tail. one plain long spear film prop stowed along the saddle side, no attack pose. Plain period travel saddle and modest side luggage, full rider and horse visible in a three-quarter side view, all four hooves supported on level ground, quiet neutral pose, diffuse daylight, plain background, one rider and one horse only. Lavish, high-end Chinese costume idol drama aesthetic, refined casting and fitted costume construction, luminous directional face modelling, natural skin texture, rich translucent color, readable dark fabrics. --ar 4:3 --v 8.2 --raw --s 75 --c 0",awaiting_parent_selection,MB-C19-MOUNTED__v01__candidate.png
MB-C20-MOUNTED,崔望野｜单人骑乘绑定,MJ,B,,C20;P19;P20;P21,GJ-EP01-SC01,MB-C20-ARMOR;POST-HORSES,骑手与已选轻甲母版同脸同衣甲；坐骑必须是已核对P19-H05，人马体量、鞍接触与行李位置一致；长兵盾弓按本人鞍侧归属，不画马上交锋；只验证骑乘外观，不宣称真实骑术或安全。,"One fictional Chinese man, age 34, a narrow face with flat cheekbone planes, fine firm brows, elongated eyes, tall slim frame and open neck posture, black hair bound away from the eyes, wearing dark-gray short fine-wool shoulder cape over gray-blue close-woven cotton, short fitted matte dark-brown light leather armor over the existing narrow-sleeved travel clothing, soft shoulder edges, short split protective skirt panels, restrained dark rivets and cloth edging, visible personal collar and sleeve colors, plain cloth leg wraps and worn boots, no helmet, no gold ornaments, no modern tactical straps, seated naturally on one ordinary adult riding horse, dark brown coat with a tiny white forehead spot. one cloth-wrapped short bow and closed arrow pouch stowed at the saddle side, one waist blade sheathed at his belt. Plain period travel saddle and modest side luggage, full rider and horse visible in a three-quarter side view, all four hooves supported on level ground, quiet neutral pose, diffuse daylight, plain background, one rider and one horse only. Lavish, high-end Chinese costume idol drama aesthetic, refined casting and fitted costume construction, luminous directional face modelling, natural skin texture, rich translucent color, readable dark fabrics. --ar 4:3 --v 8.2 --raw --s 75 --c 0",awaiting_parent_selection,MB-C20-MOUNTED__v01__candidate.png
MB-C21-MOUNTED,伍成｜单人骑乘绑定,MJ,B,,C21;P19;P20;P21,GJ-EP01-SC01,MB-C21-ARMOR;POST-HORSES,骑手与已选轻甲母版同脸同衣甲；坐骑必须是已核对P19-H06，人马体量、鞍接触与行李位置一致；长兵盾弓按本人鞍侧归属，不画马上交锋；只验证骑乘外观，不宣称真实骑术或安全。,"One fictional Chinese man, age 29, a narrow diamond face with modest cheek fullness, open brow tails, bright eyes, light lean adult frame with strong arms, plain bound black hair, wearing light-brown short cotton jacket with warm-gray inner collar, thin wool underlayer, short fitted matte dark-brown light leather armor over the existing narrow-sleeved travel clothing, soft shoulder edges, short split protective skirt panels, restrained dark rivets and cloth edging, visible personal collar and sleeve colors, plain cloth leg wraps and worn boots, no helmet, no gold ornaments, no modern tactical straps, seated naturally on one ordinary adult riding horse, light bay coat without white facial markings. one plain short spear film prop stowed at the saddle side, no attack pose. Plain period travel saddle and modest side luggage, full rider and horse visible in a three-quarter side view, all four hooves supported on level ground, quiet neutral pose, diffuse daylight, plain background, one rider and one horse only. Lavish, high-end Chinese costume idol drama aesthetic, refined casting and fitted costume construction, luminous directional face modelling, natural skin texture, rich translucent color, readable dark fabrics. --ar 4:3 --v 8.2 --raw --s 75 --c 0",awaiting_parent_selection,MB-C21-MOUNTED__v01__candidate.png
MB-C22-MOUNTED,段平生｜单人骑乘绑定,MJ,B,,C22;P19;P20;P21,GJ-EP01-SC01,MB-C22-ARMOR;POST-HORSES,骑手与已选轻甲母版同脸同衣甲；坐骑必须是已核对P19-H07，人马体量、鞍接触与行李位置一致；长兵盾弓按本人鞍侧归属，不画马上交锋；只验证骑乘外观，不宣称真实骑术或安全。,"One fictional Chinese man, age 40, a broad rounded jaw, open thick eyebrows, gentle eyes, thick shoulders and naturally solid waist, warm sun-touched skin, plain bound black hair, wearing warm-gray cotton travel coat, off-white woven neck cloth, fine-wool inner layer, short fitted matte dark-brown light leather armor over the existing narrow-sleeved travel clothing, soft shoulder edges, short split protective skirt panels, restrained dark rivets and cloth edging, visible personal collar and sleeve colors, plain cloth leg wraps and worn boots, no helmet, no gold ornaments, no modern tactical straps, seated naturally on one ordinary adult riding horse, reddish brown coat with a small white forehead star. one modest leather-faced wooden short shield stowed at the saddle side, one waist blade sheathed at his belt. Plain period travel saddle and modest side luggage, full rider and horse visible in a three-quarter side view, all four hooves supported on level ground, quiet neutral pose, diffuse daylight, plain background, one rider and one horse only. Lavish, high-end Chinese costume idol drama aesthetic, refined casting and fitted costume construction, luminous directional face modelling, natural skin texture, rich translucent color, readable dark fabrics. --ar 4:3 --v 8.2 --raw --s 75 --c 0",awaiting_parent_selection,MB-C22-MOUNTED__v01__candidate.png
MB-C23-MOUNTED,许照邻｜单人骑乘绑定,MJ,B,,C23;P19;P20;P21,GJ-EP01-SC01,MB-C23-ARMOR;POST-HORSES,骑手与已选轻甲母版同脸同衣甲；坐骑必须是已核对P19-H08，人马体量、鞍接触与行李位置一致；长兵盾弓按本人鞍侧归属，不画马上交锋；只验证骑乘外观，不宣称真实骑术或安全。,"One fictional Chinese man, age 32, a narrow face, defined brows, concentrated eyes, clear nose and jaw, evenly proportioned lean strong frame, neatly bound black hair, wearing blue cotton travel clothes with smoky-gray inner layers, carefully finished bindings, short fitted matte dark-brown light leather armor over the existing narrow-sleeved travel clothing, soft shoulder edges, short split protective skirt panels, restrained dark rivets and cloth edging, visible personal collar and sleeve colors, plain cloth leg wraps and worn boots, no helmet, no gold ornaments, no modern tactical straps, seated naturally on one ordinary adult riding horse, gray-brown coat with a pale muzzle. one plain waist blade sheathed at his belt, modest square-mouth personal travel bag at saddle side. Plain period travel saddle and modest side luggage, full rider and horse visible in a three-quarter side view, all four hooves supported on level ground, quiet neutral pose, diffuse daylight, plain background, one rider and one horse only. Lavish, high-end Chinese costume idol drama aesthetic, refined casting and fitted costume construction, luminous directional face modelling, natural skin texture, rich translucent color, readable dark fabrics. --ar 4:3 --v 8.2 --raw --s 75 --c 0",awaiting_parent_selection,MB-C23-MOUNTED__v01__candidate.png
MB-LIGHT-S02,清晨街口,MJ,B,,S02,GJ-EP02-SC03;GJ-EP03-SC02;GJ-EP03-SC04,MB-ENV-S02,与父母版同一拓扑及机位；只改昼夜光态，不新增建筑,"Edit the selected empty set master. Replace night lighting with cool early-morning daylight; preserve the selected street geometry and stall placement. High-end Chinese costume drama set, readable shadows, empty room or street, one frame. --ar 16:9 --v 8.2 --raw --s 75 --c 0",awaiting_parent_selection,MB-LIGHT-S02__v01__candidate.png
MB-LIGHT-S03-COURT,雨后夜院,MJ,B,,S03,GJ-EP01-SC03;GJ-EP01-SC04,MB-ENV-S03-COURT,与父母版同一拓扑及机位；只改昼夜光态，不新增建筑,"Edit the selected empty set master. Replace daylight with restrained warm practical lamps and cool wet-night ambient light; preserve every door and passage. High-end Chinese costume drama set, readable shadows, empty room or street, one frame. --ar 16:9 --v 8.2 --raw --s 75 --c 0",awaiting_parent_selection,MB-LIGHT-S03-COURT__v01__candidate.png
MB-LIGHT-S03-HALL,夜间前厅,MJ,B,,S03,GJ-EP01-SC03,MB-ENV-S03-HALL,与父母版同一拓扑及机位；只改昼夜光态，不新增建筑,"Edit the selected empty set master. Replace daylight with warm practical lamp light and cool night fill; preserve the fixed large table and door geometry. High-end Chinese costume drama set, readable shadows, empty room or street, one frame. --ar 16:9 --v 8.2 --raw --s 75 --c 0",awaiting_parent_selection,MB-LIGHT-S03-HALL__v01__candidate.png
MB-LIGHT-S03-W,夜间西厢,MJ,B,,S03;S03-W,GJ-EP01-SC03;GJ-EP02-SC02,MB-ENV-S03-W,与父母版同一拓扑及机位；只改昼夜光态，不新增建筑,"Edit the selected empty set master. Replace daylight with warm practical lamps and cool night fill; preserve sleeping and luggage zones. High-end Chinese costume drama set, readable shadows, empty room or street, one frame. --ar 16:9 --v 8.2 --raw --s 75 --c 0",awaiting_parent_selection,MB-LIGHT-S03-W__v01__candidate.png
MB-LIGHT-S05,清晨卧房,MJ,B,,S05,GJ-EP02-SC05,MB-ENV-S05,与父母版同一拓扑及机位；只改昼夜光态，不新增建筑,"Edit the selected empty set master. Replace night lighting with gentle cool morning window light; preserve bed, doors and furniture. High-end Chinese costume drama set, readable shadows, empty room or street, one frame. --ar 16:9 --v 8.2 --raw --s 75 --c 0",awaiting_parent_selection,MB-LIGHT-S05__v01__candidate.png
MB-TEST-C01-BLOOM,顾砚高光扩散单变量对照（选做）,MJ,OPTIONAL,,C01;C02,GJ-EP01-SC01;GJ-EP01-SC02;GJ-EP01-SC03;GJ-EP01-SC04;GJ-EP01-SC05;GJ-EP01-SC06;GJ-EP02-SC01;GJ-EP02-SC02;GJ-EP02-SC05;GJ-EP03-SC01;GJ-EP03-SC02;GJ-EP03-SC03;GJ-EP03-SC04;GJ-EP03-SC05,MB-C01-FACE,只比较高光扩散有／无；不以磨皮、改脸替代柔光，其他参数与母版相同,"Edit the selected portrait. Preserve identity, pose, clothing, background, framing and color balance. Add only a restrained soft highlight bloom around the existing light-facing edge, keeping eyes and skin texture crisp. --ar 3:4 --v 8.2 --raw --s 75 --c 0",awaiting_parent_selection,MB-TEST-C01-BLOOM__v01__candidate.png
POST-PLAN-COURT,顾府拓扑确认图,POST,B,,S03;S04;S05;S06;P19;P20;P21,GJ-EP01-SC01;GJ-EP01-SC02;GJ-EP01-SC03;GJ-EP01-SC04;GJ-EP01-SC05;GJ-EP01-SC06;GJ-EP02-SC01;GJ-EP02-SC02;GJ-EP02-SC04;GJ-EP02-SC05;GJ-EP03-SC01;GJ-EP03-SC02;GJ-EP03-SC03;GJ-EP03-SC04;GJ-EP03-SC05,,无人物二维平面图，标南正门、北厅、东书房、西卧房、西厢、侧道、后院、外库、同街短墙。 验收：通路、视线、门槛、小案与固定大案都对上；尺寸由选版后确定，不能用生成漂亮院图反改拓扑。 八匹坐骑与P01两匹拉车马分计；遇袭八人下马、九人地面合阵，马匹避让区和回府系马区不堵通路；动物与刃器、湿地下马须专业团队分离审阅。 西厢另留卸甲和兵器器物区，远离铺盖、通道及室外马匹脚边；1-4以后衣甲不在人物身上。,,planned,POST-PLAN-COURT__v01__working
POST-TEXT-DOCS,六类文书后期正字,POST,B,,P03;P04;P06;P07;P08;P17,GJ-EP02-SC02;GJ-EP02-SC04;GJ-EP02-SC05;GJ-EP03-SC01;GJ-EP03-SC02;GJ-EP03-SC03;GJ-EP03-SC04;GJ-EP03-SC05,MB-P03-BASE;MB-P04-BASE;MB-P06-BASE;MB-P07-BASE;MB-P08-BASE;MB-P17-BASE,军引姓名、旧票有限字样、E1a、E1b、收件纸、九人路凭的可编辑字层；具体见文书后制与非MJ任务。 验收：E1a不署接收人，E1b无梁朔，P08两纸与刀分别记；未定车行名等字段不制作可读特写。,,awaiting_parent_selection,POST-TEXT-DOCS__v01__working
POST-P09-BROKEN,碎杯同源派生,POST,B,,P09;S04,GJ-EP01-SC04;GJ-EP01-SC05;GJ-EP01-SC06,MB-P09-BASE,选中完整杯后制作同器形碎片和地面水痕的分层图；不用重新抽一个杯子。 验收：釉色、杯口曲率同源，碎片只留书房；破碎形态不证明实际碰撞安全。,,awaiting_parent_selection,POST-P09-BROKEN__v01__working
POST-P06-STATE,E1a空白到墨点皱角,POST,B,,P06,GJ-EP03-SC01;GJ-EP03-SC02;GJ-EP03-SC03;GJ-EP03-SC04;GJ-EP03-SC05,POST-TEXT-DOCS,同一正字底稿的平整、滴墨、皱角三态，编辑软件保留图层。 验收：墨点不变签名；皱角不遮正文；不靠每次重新生成变纸形。,,awaiting_parent_selection,POST-P06-STATE__v01__working
POST-P16-NINE,九片阵甲对应表,POST,B,,P16;C03;C16;C17;C18;C19;C20;C21;C22;C23,GJ-EP01-SC01;GJ-EP01-SC02;GJ-EP01-SC03;GJ-EP01-SC04;GJ-EP01-SC06;GJ-EP02-SC02;GJ-EP02-SC04;GJ-EP02-SC05;GJ-EP03-SC01;GJ-EP03-SC02;GJ-EP03-SC03;GJ-EP03-SC04;GJ-EP03-SC05,MB-P16-BASE,同族母形的九片磨耗变体、对应角色与隐蔽佩置位置表，单片独立文件。 验收：九片各归九人、无第十片；近景个体磨耗不混、非勋章不是现代电子板。,,awaiting_parent_selection,POST-P16-NINE__v01__working
POST-ENSEMBLE,九卒辨识排版,POST,B,,C03;C16;C17;C18;C19;C20;C21;C22;C23;P20;P21,GJ-EP01-SC01;GJ-EP01-SC02;GJ-EP01-SC03;GJ-EP01-SC04;GJ-EP01-SC06;GJ-EP02-SC02;GJ-EP02-SC04;GJ-EP02-SC05;GJ-EP03-SC01;GJ-EP03-SC02;GJ-EP03-SC03;GJ-EP03-SC04;GJ-EP03-SC05,MB-C03-ARMOR;MB-C16-ARMOR;MB-C17-ARMOR;MB-C18-ARMOR;MB-C19-ARMOR;MB-C20-ARMOR;MB-C21-ARMOR;MB-C22-ARMOR;MB-C23-ARMOR,选中九人后人工拼接角色编号与中性全身图；另排顾砚作对照，不塞进九人名单。 开场使用九张ARMOR，另核对同源FULL卸甲便衣，不把甲色盖掉个人标记。 验收：精确人数、各自脸和身高比例检查；拼版只验证造型，不称已完成阵战镜头。,,awaiting_parent_selection,POST-ENSEMBLE__v01__working
POST-FX-COPPER,合息效果分层测试,POST,B,,P16;S01;S03;C60;P20;P21,GJ-EP01-SC01;GJ-EP01-SC02;GJ-EP01-SC03;GJ-EP01-SC04;GJ-EP01-SC06;GJ-EP02-SC01;GJ-EP02-SC02;GJ-EP02-SC04;GJ-EP02-SC05;GJ-EP03-SC01;GJ-EP03-SC02;GJ-EP03-SC03;GJ-EP03-SC04;GJ-EP03-SC05,POST-P16-NINE;MB-P20-BASE;MB-ENV-S01,选中的竹木林道空底、短促铜纹、兵器接触处雨线与少量湿叶偏折分层；车灯属于P01人车绑定，不固定在树上。 验收：不画全天罩、不裂地、不填地、不召魂；前三集仅归旌局部反应和神秘介入的刃偏雨散，没有世隙。 竹林不整体发光或倒伏，地面完整；桥身保持在转弯和植被之后。 九片接续局部明暗反映持续受压；神秘介入另层，只作刃偏及短雨散，不画更大的军阵光效。 铜片仅经真实甲襟开口短暂可见，不穿透皮甲，不把九套轻甲外再贴九片发光铜。,,awaiting_parent_selection,POST-FX-COPPER__v01__working
POST-INTEGRATION,人景同框绑定测试,POST,B,,C01;C02;C03;C04;C16;S04;S03,GJ-EP01-SC01;GJ-EP01-SC02;GJ-EP01-SC03;GJ-EP01-SC04;GJ-EP01-SC05;GJ-EP01-SC06;GJ-EP02-SC01;GJ-EP02-SC02;GJ-EP02-SC04;GJ-EP02-SC05;GJ-EP03-SC01;GJ-EP03-SC02;GJ-EP03-SC03;GJ-EP03-SC04;GJ-EP03-SC05,MB-C01-DRY;MB-C03-FULL;MB-C04-FULL;MB-C16-FULL;MB-ENV-S04;MB-ENV-S03-COURT,选脸、干衣和空间后做顾砚单人入书房、顾伯扶右臂、门内三人站位三张独立检查图。 验收：同脸、左伤、右侧扶持、头身比例、同光源及通路一致；不同时改脸衣服背景。,,awaiting_parent_selection,POST-INTEGRATION__v01__working
POST-AUDIO,配音与声场清单,POST,B,,C01;C02;C03;C04;C05;C08;C11;C12;C14;C15;C16;C20;C22;C23;C06,GJ-EP01-SC01;GJ-EP01-SC02;GJ-EP01-SC03;GJ-EP01-SC04;GJ-EP01-SC05;GJ-EP01-SC06;GJ-EP02-SC01;GJ-EP02-SC02;GJ-EP02-SC03;GJ-EP02-SC04;GJ-EP02-SC05;GJ-EP03-SC01;GJ-EP03-SC02;GJ-EP03-SC03;GJ-EP03-SC04;GJ-EP03-SC05,,按实际台词的声位表、现代记忆一句、雨/林侧轻鸣/轮/杯/灯/门/街/水/纸与克制音乐的分轨计划。 黄祁一声“撤”，林侧金铁轻鸣独立声轨；C60无对白无传音。 马蹄、喷鼻、鞍具与下马衣料分轨，不能用马嘶遮掉神秘介入轻鸣。 另列皮甲受雨与摩擦、短盾闷响、兵器短促相接；重击感不靠爆炸，杜新增一声“接”按台本录。 验收：C01/C02生理声线同源、反应节律有别；杨舟仅记忆声音，无跨世通信；此项不在MJ制作。,,planned,POST-AUDIO__v01__working
